date min_age_limit available_capacity pincode name state_name district_name fee_type
15-05-2021 45 49 835216 "PANCHAYAT JALASAR" Jharkhand "West Singhbhum" Free
09-05-2021 45 48 821002 "Barajamda CHC" Jharkhand "West Singhbhum" Free
10-05-2021 45 48 821002 "Barajamda CHC" Jharkhand "West Singhbhum" Free
10-05-2021 45 48 821002 "Barajamda CHC" Jharkhand "West Singhbhum" Free
10-05-2021 45 48 833201 "CHC Sadar Covaxin" Jharkhand "West Singhbhum" Free
10-05-2021 45 48 835216 "Bandgaon CHC" Jharkhand "West Singhbhum" Free
11-05-2021 45 46 833201 "Scout School Chaibasa" Jharkhand "West Singhbhum" Free
10-05-2021 45 45 833201 "Scout School Chaibasa" Jharkhand "West Singhbhum" Free
09-05-2021 45 43 833215 "PANCHAYAT JORAPOKHAR" Jharkhand "West Singhbhum" Free
11-05-2021 45 43 821002 "Barajamda CHC" Jharkhand "West Singhbhum" Free
09-05-2021 45 20 833105 "Panchayat Asantaliya" Jharkhand "West Singhbhum" Free
09-05-2021 45 20 833105 "Panchayat Asantaliya" Jharkhand "West Singhbhum" Free
09-05-2021 45 20 833105 "Panchayat Bhalurungi" Jharkhand "West Singhbhum" Free
11-05-2021 45 20 833105 "Panchayat Boikera" Jharkhand "West Singhbhum" Free
11-05-2021 45 20 833105 "Panchayat Dewabir" Jharkhand "West Singhbhum" Free
11-05-2021 45 20 833105 "Panchayat Dewabir" Jharkhand "West Singhbhum" Free
12-05-2021 45 20 833105 "Panchayat Porahat" Jharkhand "West Singhbhum" Free
12-05-2021 45 20 833105 "Panchayat Porahat" Jharkhand "West Singhbhum" Free
12-05-2021 45 20 833105 "Panchayat Golmunda" Jharkhand "West Singhbhum" Free
12-05-2021 45 20 833105 "Panchayat Golmunda" Jharkhand "West Singhbhum" Free
12-05-2021 45 20 833105 "Panchayat Lonjo" Jharkhand "West Singhbhum" Free
12-05-2021 45 20 833105 "Panchayat Lonjo" Jharkhand "West Singhbhum" Free
14-05-2021 45 20 833105 "Panchayat Govindpur" Jharkhand "West Singhbhum" Free
14-05-2021 45 20 833105 "Panchayat Asantaliya" Jharkhand "West Singhbhum" Free
14-05-2021 45 20 833105 "Panchayat Asantaliya" Jharkhand "West Singhbhum" Free
14-05-2021 45 20 833105 "Panchayat Sonapos" Jharkhand "West Singhbhum" Free
14-05-2021 45 20 833105 "Panchayat Sonapos" Jharkhand "West Singhbhum" Free
11-05-2021 45 19 833105 "Panchayat Boikera" Jharkhand "West Singhbhum" Free
date min_age_limit available_capacity pincode name state_name district_name fee_type
