date min_age_limit available_capacity pincode name state_name district_name fee_type
13-05-2021 45 2 600097 "THURAIPAKKAM UPHC" "Tamil Nadu" Chennai Free
14-05-2021 45 2 600119 "SEMMANCHERRY UPHC" "Tamil Nadu" Chennai Free
15-05-2021 45 2 600010 "PS NAGAR UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 1 600029 "Aminjikarai East UPHC" "Tamil Nadu" Chennai Free
11-05-2021 45 1 600119 "SEMMANCHERRY UPHC" "Tamil Nadu" Chennai Free
12-05-2021 45 1 600017 "SM NAGAR UPHC" "Tamil Nadu" Chennai Free
13-05-2021 45 1 600116 "Porur UCHC - HCW" "Tamil Nadu" Chennai Free
13-05-2021 45 1 600050 "Korattur UPHC" "Tamil Nadu" Chennai Free
13-05-2021 45 1 600018 "TEYNAMPET UPHC1" "Tamil Nadu" Chennai Free
14-05-2021 45 1 600053 "Venkatapuram UPHC" "Tamil Nadu" Chennai Free
15-05-2021 45 1 600053 "Menambedu UPHC" "Tamil Nadu" Chennai Free
15-05-2021 45 1 600119 "SEMMANCHERRY UPHC" "Tamil Nadu" Chennai Free
15-05-2021 45 1 600119 "NEELANKARAI UPHC" "Tamil Nadu" Chennai Free
15-05-2021 45 1 600101 "Padi Round Building UPHC" "Tamil Nadu" Chennai Free
15-05-2021 45 1 600119 "SHOZHINGANALLUR UPHC" "Tamil Nadu" Chennai Free
16-05-2021 45 1 600089 "Ramapuram UPHC" "Tamil Nadu" Chennai Free
